ArticleId,slug,ArticleIndex,WebClipIndex,Name,title,author,date,Published,hero,status,Tags,secret,URL,Created,Updated,Attachments,Labels
45c912d8-2427-4569-b37f-1a5f4d2d604a,45c912d8-2427-4569-b37f-1a5f4d2d604a,38,38,38,"Yes, I’ve Changed - I’ve Started Cutting People Off And Respecting Myself More",Kailash Vetal,,,,,,true,https://thepowerofsilence.co/yes-ive-changed-ive-started-cutting-people-off-and-respecting-myself-more/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
8edb2a59-02de-40ab-9762-5d1b6a331436,8edb2a59-02de-40ab-9762-5d1b6a331436,180,180,180,Developer Workstations with Proxmox VE and X11 - Proxmox VE,Kailash Vetal,,,,,,true,https://pve.proxmox.com/wiki/Developer_Workstations_with_Proxmox_VE_and_X11,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
7b6f7a8f-5fa2-4f02-bc7d-7bc9d2d705c5,7b6f7a8f-5fa2-4f02-bc7d-7bc9d2d705c5,186,186,186,The Difference Between a Story and a Task,Kailash Vetal,,,,,,true,"https://www.mountaingoatsoftware.com/blog/the-difference-between-a-story-and-a-task#:~:text=A%20story%20is%20something%20that,on%20by%20just%20one%20person.&text=A%20user%20story%20is%20typically,be%20visible%20to%20end%20users.","Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
5c5892fc-c6ba-4b9f-9b20-7f8dce81c09b,5c5892fc-c6ba-4b9f-9b20-7f8dce81c09b,194,194,194,Accelerate Storage Spaces with SSDs in Windows 10 Storage Pool tiers,Kailash Vetal,,,,,,true,http://joe.blog.freemansoft.com/2020/04/accelerate-storage-spaces-with-ssds-in.html,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
72c0a922-b933-4f46-b7c6-956a4705df63,72c0a922-b933-4f46-b7c6-956a4705df63,94,94,94,Smells to Refactorings,Kailash Vetal,,,,,,true,http://www.industriallogic.com/wp-content/uploads/2005/09/smellstorefactorings.pdf,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
8c58fcc3-9a02-4dad-a69a-de0c1f6f03d5,8c58fcc3-9a02-4dad-a69a-de0c1f6f03d5,44,44,44,Compulsive Contents - Minimalism - Of Limits and Possibilities,Kailash Vetal,,,,,,true,https://www.compulsivecontents.com/detail-event/minimalism---of-limits-and-possibilities/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
d114bc75-69a1-4792-8c55-9d51e0f31839,d114bc75-69a1-4792-8c55-9d51e0f31839,152,152,152,Game Streaming - Play Anywhere | Rainway - Game Server,Kailash Vetal,,,,,,true,https://rainway.com/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
b28e6d1e-3a1c-4aa0-a7e7-08e04168050f,b28e6d1e-3a1c-4aa0-a7e7-08e04168050f,142,142,142,VM Templates and Clones - Proxmox VE,Kailash Vetal,,,,,,true,https://pve.proxmox.com/wiki/VM_Templates_and_Clones,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
e101689f-4e13-43dc-b263-c69bc3944788,e101689f-4e13-43dc-b263-c69bc3944788,188,188,188,Top 10 Ways To Survive A Ryanair Flight – The Points Guy,Kailash Vetal,,,,,,true,https://thepointsguy.com/2014/03/top-10-ways-to-survive-a-ryanair-flight/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
00f0f427-4116-4199-97ff-868b560cd120,00f0f427-4116-4199-97ff-868b560cd120,50,50,50,Other Types of Graph Visualization - Neo4j Graph Database Platform,Kailash Vetal,,,,,,true,https://neo4j.com/developer/other-graph-visualizations/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
3e4c2d9e-bab7-47a3-a78a-b8faad120624,3e4c2d9e-bab7-47a3-a78a-b8faad120624,190,190,190,USB Passthrough to an LXC (Proxmox) | by Konpat Ta Preechakul | Medium,Kailash Vetal,,,,,,true,https://medium.com/@konpat/usb-passthrough-to-an-lxc-proxmox-15482674f11d,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
87728ecb-f36e-401f-9c55-269f2000452b,87728ecb-f36e-401f-9c55-269f2000452b,37,37,37,BaaS Open Source - George Batschinski - Medium,Kailash Vetal,,,,,,true,https://medium.com/@george_51059/baas-open-source-5ba96ca221a0,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
30f88b90-f89e-4895-85e7-229e0b017018,30f88b90-f89e-4895-85e7-229e0b017018,196,196,196,"Digital storage basics, Part 2: External drive vs. NAS server - CNET",Kailash Vetal,,,,,,true,https://www.cnet.com/how-to/digital-storage-basics-part-2-external-drive-vs-nas-server/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
906eb892-e134-4d7a-a249-d5a7cea2f5c2,906eb892-e134-4d7a-a249-d5a7cea2f5c2,143,143,143,Storage: Directory - Proxmox VE,Kailash Vetal,,,,,,true,https://pve.proxmox.com/wiki/Storage:_Directory,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:44 PM",,
3140dc1a-9d1a-4f42-83a2-1336c87b0801,3140dc1a-9d1a-4f42-83a2-1336c87b0801,125,125,125,How to mount usb drive in a linux system,Kailash Vetal,,,,,,true,https://www.tutorialspoint.com/how-to-mount-usb-drive-in-a-linux-system,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
2b658228-eae0-41ba-a563-1a7061cf9504,2b658228-eae0-41ba-a563-1a7061cf9504,106,106,106,Website hosting on Raspberry Pi 4 with Mythic Beasts - Raspberry Pi,Kailash Vetal,,,,,,true,https://www.raspberrypi.org/blog/website-hosting-on-raspberry-pi-4-with-mythic-beasts/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
3757369e-3899-4fb6-97cf-b9c8f77efd69,3757369e-3899-4fb6-97cf-b9c8f77efd69,136,136,136,Using tinc to access a home server,Kailash Vetal,,,,,,true,https://news.knowledia.com/US/en/articles/using-tinc-to-access-a-home-server-c1619504b2c9911d0d6bc48303c7ea4e41c36f55,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
7f2f6dbf-101c-48c8-abeb-317560238520,7f2f6dbf-101c-48c8-abeb-317560238520,117,117,117,xkcd: Phantom Menace,Kailash Vetal,,,,,,true,https://xkcd.com/991/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
c9dd99cd-9471-48e9-9900-723b7db7631d,c9dd99cd-9471-48e9-9900-723b7db7631d,120,120,120,Using tinc to access a home server – Jordan Crawford,Kailash Vetal,,,,,,true,https://jordancrawford.kiwi/setting-up-tinc/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
e4ee785a-b51a-4e3c-a4e4-886419ab9edb,e4ee785a-b51a-4e3c-a4e4-886419ab9edb,160,160,160,Graphics Card Comparison Chart,Kailash Vetal,,,,,,true,https://www.logicalincrements.com/articles/graphicscardcomparison,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
6423debb-1d13-47c1-ab02-0f59b98eb63e,6423debb-1d13-47c1-ab02-0f59b98eb63e,184,184,184,AspNetCoreDiagnosticScenarios/AsyncGuidance.md at master · davidfowl/AspNetCoreDiagnosticScenarios,Kailash Vetal,,,,,,true,https://github.com/davidfowl/AspNetCoreDiagnosticScenarios/blob/master/AsyncGuidance.md,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
a4be30ee-4ed4-4666-9ec7-659bcaf14ed1,a4be30ee-4ed4-4666-9ec7-659bcaf14ed1,151,151,151,Moonlight Game Streaming: Play Your PC Games Remotely - Game Server,Kailash Vetal,,,,,,true,https://moonlight-stream.org/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
5805c9f8-c402-44b4-8444-8a6437ffc154,5805c9f8-c402-44b4-8444-8a6437ffc154,92,92,92,9 Simple Ways to Deal With Stress at Work,Kailash Vetal,,,,,,true,https://www.verywellmind.com/how-to-deal-with-stress-at-work-3145273,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
281366ab-9e37-43c6-b0b8-a36606497934,281366ab-9e37-43c6-b0b8-a36606497934,137,137,137,Using tinc to access a home server – Jordan Crawford,Kailash Vetal,,,,,,true,https://jordancrawford.kiwi/setting-up-tinc/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
89822bac-0b54-4ac1-b5a8-7454bd9a3a3b,89822bac-0b54-4ac1-b5a8-7454bd9a3a3b,107,107,107,Observer vs Pub-Sub pattern | Hacker Noon,Kailash Vetal,,,,,,true,https://hackernoon.com/observer-vs-pub-sub-pattern-50d3b27f838c,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
5db28e4c-b6ce-4774-ad4f-54665f4b86e5,5db28e4c-b6ce-4774-ad4f-54665f4b86e5,49,49,49,Managing Git projects with submodules and subtrees | Opensource.com,Kailash Vetal,,,,,,true,https://opensource.com/article/20/5/git-submodules-subtrees,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
10ba778e-9309-4996-8263-abe5ddcc5ae2,10ba778e-9309-4996-8263-abe5ddcc5ae2,115,115,115,Deep JavaScript: Theory and techniques,Kailash Vetal,,,,,,true,https://exploringjs.com/deep-js/index.html,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
4389fc20-5f64-47b1-a6c2-f1b96d321930,4389fc20-5f64-47b1-a6c2-f1b96d321930,187,187,187,What is Bastion Host Server - Learning Journal,Kailash Vetal,,,,,,true,https://www.learningjournal.guru/article/public-cloud-infrastructure/what-is-bastion-host-server/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
4b9ca49f-164e-4bcd-a4b4-b1c5c6c3cf93,4b9ca49f-164e-4bcd-a4b4-b1c5c6c3cf93,33,33,33,Database setup (Quick Start) | KeystoneJS,Kailash Vetal,,,,,,true,https://keystonejs.com/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
4eaedc74-6dec-467c-a247-234c45e7619c,4eaedc74-6dec-467c-a247-234c45e7619c,91,91,91,An Overview of Work Anxiety,Kailash Vetal,,,,,,true,https://www.verywellmind.com/work-anxiety-4692762,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
d11c91f0-04f5-49d0-8c8d-61510e07a05a,d11c91f0-04f5-49d0-8c8d-61510e07a05a,43,43,43,I'm so confused about Empath,Kailash Vetal,,,,,,true,http://powerfulmind.co/im-so-confused/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
67484f0b-c00c-42ff-b4c2-4edbaf129e72,67484f0b-c00c-42ff-b4c2-4edbaf129e72,35,35,35,Known: social publishing for groups and individuals,Kailash Vetal,,,,,,true,https://withknown.com/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
b168cd91-81cb-4728-8482-ace4510697b6,b168cd91-81cb-4728-8482-ace4510697b6,68,68,68,Catalog of Refactorings,Kailash Vetal,,,,,,true,https://www.refactoring.com/catalog/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
a844ec09-7838-4c7f-a332-8697b9593853,a844ec09-7838-4c7f-a332-8697b9593853,161,161,161,Xeon vs i7 – What’s the difference? | Velocity Micro Blog,Kailash Vetal,,,,,,true,https://www.velocitymicro.com/blog/xeon-vs-i7i5-whats-difference/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
94aa7d04-092b-4035-86e6-05ee87ff5c10,94aa7d04-092b-4035-86e6-05ee87ff5c10,40,40,40,7.2. Database Modeling - Chapter 7. Database Integration,Kailash Vetal,,,,,,true,https://neo4j.com/docs/labs/apoc/current/database-integration/database-modeling/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
36a421af-082f-48ed-838c-c7e0e03d189f,36a421af-082f-48ed-838c-c7e0e03d189f,108,108,108,8 Best Odrive alternatives to access cloud storage services,Kailash Vetal,,,,,,true,https://www.how2shout.com/alternatives/best-odrive-alternatives/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
b0c9a7dd-87e2-4a22-bf7c-05a0e9115d4d,b0c9a7dd-87e2-4a22-bf7c-05a0e9115d4d,162,162,162,"TurnKey GNU/Linux | 100+ free ready-to-use system images for virtual machines, the cloud and bare metal",Kailash Vetal,,,,,,true,https://www.turnkeylinux.org/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:42 PM",,
f8088ae7-1d89-48b1-845b-e9a6eeebff62,f8088ae7-1d89-48b1-845b-e9a6eeebff62,153,153,153,awesome-selfhosted/non-free.md at master · awesome-selfhosted/awesome-selfhosted,Kailash Vetal,,,,,,true,https://github.com/awesome-selfhosted/awesome-selfhosted/blob/master/non-free.md,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
4dd5bf5e-551e-43fc-aba8-e30c2ca655d4,4dd5bf5e-551e-43fc-aba8-e30c2ca655d4,26,26,26,8.2. UUIDs - Chapter 8. Graph Updates,Kailash Vetal,,,,,,true,https://neo4j.com/docs/labs/apoc/current/graph-updates/uuid/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
3f9e3b17-ac71-40f7-86f2-57476fa20dc7,3f9e3b17-ac71-40f7-86f2-57476fa20dc7,48,48,48,12 SQL Client for Productive Database Administration & Development,Kailash Vetal,,,,,,true,https://geekflare.com/multi-platform-sql-client/amp/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
02beea6e-b116-43b2-b359-555f10ccc997,02beea6e-b116-43b2-b359-555f10ccc997,74,74,74,3 programming languages that were invented by Indian technologists,Kailash Vetal,,,,,,true,https://content.techgig.com/3-programming-languages-that-were-invented-by-indian-technologists/articleshow/75764949.cms,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
0829a539-e4ea-4311-ae86-9f7a41d4ab43,0829a539-e4ea-4311-ae86-9f7a41d4ab43,112,112,112,Cozy Cloud - Community,Kailash Vetal,,,,,,true,https://cozy.io/en/community/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
1ccc54d0-2243-429c-b695-1674ca13fc76,1ccc54d0-2243-429c-b695-1674ca13fc76,140,140,140,NFS Share from Proxmox host | Proxmox Support Forum,Kailash Vetal,,,,,,true,https://forum.proxmox.com/threads/nfs-share-from-proxmox-host.20549/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
2010f797-c0c4-4758-8cea-6780162e717f,2010f797-c0c4-4758-8cea-6780162e717f,53,53,53,Neo4j: Cypher - Creating a time tree down to the day · Mark Needham,Kailash Vetal,,,,,,true,https://markhneedham.com/blog/2014/04/19/neo4j-cypher-creating-a-time-tree-down-to-the-day/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
131a89aa-a1e4-46e5-af0f-0387d60c2906,131a89aa-a1e4-46e5-af0f-0387d60c2906,95,95,95,Narhar Kurundkar Pratishthan,Kailash Vetal,,,,,,true,http://www.narharkurundkar.in/books/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
1042e1e3-fa6b-47bd-ad38-a85aeabf4a69,1042e1e3-fa6b-47bd-ad38-a85aeabf4a69,145,145,145,FreeNAS to NFS to Proxmox to SMB help | iXsystems Community,Kailash Vetal,,,,,,true,https://www.ixsystems.com/community/threads/freenas-to-nfs-to-proxmox-to-smb-help.83338/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
41aa33c1-7e3b-4722-b82b-49c45bcec555,41aa33c1-7e3b-4722-b82b-49c45bcec555,181,181,181,Small and Simple DDNS Client -,Kailash Vetal,,,,,,true,https://troglobit.com/projects/inadyn/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
17453929-ff93-4b3c-bd97-8c2f85a397b5,17453929-ff93-4b3c-bd97-8c2f85a397b5,89,89,89,8 Best Free and Open Source Digital Asset Management Software,Kailash Vetal,,,,,,true,https://www.goodfirms.co/blog/best-free-open-source-digital-asset-management-software,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
bab68dbf-b16a-49e7-8eca-5aed614bfc9d,bab68dbf-b16a-49e7-8eca-5aed614bfc9d,198,198,198,How to manage hybrid teams — Quartz,Kailash Vetal,,,,,,true,https://qz.com/work/1948571/how-to-manage-hybrid-teams/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
3d4de4de-65f4-486b-87e9-c14955470c2a,3d4de4de-65f4-486b-87e9-c14955470c2a,87,87,87,Products & Books by — Sandi Metz,Kailash Vetal,,,,,,true,https://www.sandimetz.com/products,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
9b9db56f-bc1c-4de6-a321-0ac13de71682,9b9db56f-bc1c-4de6-a321-0ac13de71682,60,60,60,Neo4j Knowledge Sheet - Google Drive,Kailash Vetal,,,,,,true,https://docs.google.com/spreadsheets/u/0/d/1X6DpFZoS01V1crgRED4dRz2UkbiYR8FJMPf9xey9Lwc/htmlview,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
dbd724d1-ff50-4041-8189-1c8623278c4d,dbd724d1-ff50-4041-8189-1c8623278c4d,164,164,164,FreeNAS performance to Proxmox ZFS | ServeTheHome Forums,Kailash Vetal,,,,,,true,https://forums.servethehome.com/index.php?threads/freenas-performance-to-proxmox-zfs.22919/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
4b28c97f-83b7-4487-b50e-9dcab154eb0f,4b28c97f-83b7-4487-b50e-9dcab154eb0f,114,114,114,VeeR Experience Beta Sign up | VeeR VR,Kailash Vetal,2020-07-18,"Jul 18, 2020",,,,true,https://veer.tv/landing/experience,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
2b4fc4f6-a0c6-46b5-b0c1-a2e4631ef4cc,2b4fc4f6-a0c6-46b5-b0c1-a2e4631ef4cc,116,116,116,"Elegant Objects ",Kailash Vetal,,,,,,true,https://www.yegor256.com/elegant-objects.html,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
1e97381d-104c-4542-b219-42a4fa599553,1e97381d-104c-4542-b219-42a4fa599553,141,141,141,(149) FreeNAS 11.3 - How to Set Up Windows SMB Shares - YouTube,Kailash Vetal,,,,,,true,https://www.youtube.com/watch?time_continue=148&v=mCfX4sqDmzs&feature=emb_logo,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
919c0f0d-f654-48f4-b87d-030d23508f53,919c0f0d-f654-48f4-b87d-030d23508f53,101,101,101,"Many teams believe they are doing Scrum, but are embracing Taylorism instead",Kailash Vetal,,,,,,true,https://medium.com/serious-scrum/many-teams-believe-they-are-doing-scrum-but-are-embracing-taylorism-instead-7969c222de6e,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
fc185327-d7f4-4fda-bd34-c344a34d81da,fc185327-d7f4-4fda-bd34-c344a34d81da,57,57,57,neueda/awesome-neo4j: A curated list of Neo4j resources.,Kailash Vetal,,,,,,true,https://github.com/neueda/awesome-neo4j,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
8e466601-07cb-4468-83f9-21bf015636d8,8e466601-07cb-4468-83f9-21bf015636d8,159,159,159,How to access personal computer or network without port forwarding – InfoRepublic.org,Kailash Vetal,,,,,,true,https://www.inforepublic.org/how-to-access-personal-computer-or-network-without-port-forwarding/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
083695c4-ca37-481b-a7a7-584b2ab16047,083695c4-ca37-481b-a7a7-584b2ab16047,133,133,133,Using tinc to access a home server – Jordan Crawford,Kailash Vetal,,,,,,true,https://jordancrawford.kiwi/setting-up-tinc/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
01fc5863-2c10-46b1-a813-9e9243b353a9,01fc5863-2c10-46b1-a813-9e9243b353a9,175,175,175,Developer Workstations with Proxmox VE and X11 - Proxmox VE,Kailash Vetal,,,,,,true,https://pve.proxmox.com/wiki/Developer_Workstations_with_Proxmox_VE_and_X11,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
90725bf8-cd2a-407e-8de2-27c49cbab774,90725bf8-cd2a-407e-8de2-27c49cbab774,128,128,128,Productivity App - Shift,Kailash Vetal,,,,,,true,https://tryshift.com/features/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
b93248d3-6f04-480c-ada5-72da6921624a,b93248d3-6f04-480c-ada5-72da6921624a,178,178,178,Remote Display With the X - Window System | SoftPrayog,Kailash Vetal,,,,,,true,https://www.softprayog.in/troubleshooting/x-window-remote-display,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
d344ae84-1da3-4764-9add-645d81effbd2,d344ae84-1da3-4764-9add-645d81effbd2,30,30,30,"Turtl, a very private Evernote alternative – Self-Hosted Web",Kailash Vetal,,,,,,true,https://selfhostedweb.org/turtl-a-very-private-evernote-alternative/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
50bcd947-0311-41bc-8456-23a7ab276210,50bcd947-0311-41bc-8456-23a7ab276210,177,177,177,Forged vs Stamped Knives: The Distinctions – Healthy Kitchen 101,Kailash Vetal,,,,,,true,https://healthykitchen101.com/forged-vs-stamped-knives/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
acd382e6-fe2a-43c7-a41a-38c4c5e61352,acd382e6-fe2a-43c7-a41a-38c4c5e61352,155,155,155,Cloudron - The best platform for running web apps,Kailash Vetal,,,,,,true,https://cloudron.io/index.html,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
7fca3201-c430-48e6-8c5a-6ce16e23e6c5,7fca3201-c430-48e6-8c5a-6ce16e23e6c5,34,34,34,Tokumei · Anonymous microblogging,Kailash Vetal,,,,,,true,https://tokumei.co/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
be64d96d-a67d-4f3c-a36b-e66d9803dd6d,be64d96d-a67d-4f3c-a36b-e66d9803dd6d,165,165,165,"Trying to decide: FreeNAS, Unraid, Rockstor, Proxmox, etc. | ServeTheHome Forums",Kailash Vetal,,,,,,true,https://forums.servethehome.com/index.php?threads/trying-to-decide-freenas-unraid-rockstor-proxmox-etc.25107/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
f16930b6-c8b9-405d-b3aa-1fa720eb3d90,f16930b6-c8b9-405d-b3aa-1fa720eb3d90,144,144,144,CIFS vs SMB: What's the Difference?,Kailash Vetal,,,,,,true,https://www.varonis.com/blog/cifs-vs-smb/,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
86ff7b7f-c519-44fe-b1a4-7a5e18da306e,86ff7b7f-c519-44fe-b1a4-7a5e18da306e,93,93,93,Design Patterns: Factory Method in C#,Kailash Vetal,,,,,,true,https://refactoring.guru/design-patterns/factory-method/csharp/example,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:45 PM",,
25a1f4b3-de1b-42e3-b58e-c9363701e854,25a1f4b3-de1b-42e3-b58e-c9363701e854,149,149,149,FreeNAS Tutorial: How to Setup iSCSI Drive Using FreeNAS | Pluralsight | Pluralsight,Kailash Vetal,,,,,,true,https://www.pluralsight.com/blog/software-development/how-to-setup-iscsi-drive-using-freenas,"Dec 23, 2020 5:58 PM","Dec 23, 2020 6:40 PM",,
